MESH2_ID,図名・漢字,図名・よみ,号数
624362.000,,,
624050.000,上ノ国,かみのくに,函館14号-3
624051.000,桂岡,かつらおか,函館14号-1
624052.000,瓜谷山,うりややま,函館10号-3
624053.000,桂岳,かつらだけ,函館10号-1
624054.000,茂辺地,もへじ,函館6号-3
624055.000,函館,はこだて,函館6号-1
624056.000,五稜郭,ごりょうかく,函館2号-3
624057.000,鉄山,てつざん,函館2号-1
624150.000,古武井,こぶい,尻屋崎14号-3
624151.000,恵山,えさん,尻屋崎14号-1
624040.000,石崎,いしざき,函館14号-4
624041.000,湯ノ岱,ゆのたい,函館14号-2
624042.000,神明,しんめい,函館10号-4
624043.000,木古内,きこない,函館10号-2
624044.000,当別,とうべつ,函館6号-4
624045.000,,,
624046.000,,,
624047.000,汐首,しおくび,函館2号-2
624140.000,戸井,とい,尻屋崎14号-4
624141.000,,,
623937.000,,,
624030.000,原口,はらぐち,函館15号-3
624031.000,七ッ岳,ななつだけ,函館15号-1
624032.000,湯ﾉ里,ゆのさと,函館11号-3
624033.000,渡島知内,おしましりうち,函館11号-1
624036.000,,,
624037.000,,,
623922.000,渡島大島,おしまおおしま,渡島大島12号-1
623923.000,,,
623927.000,,,
624020.000,江良,えら,函館15号-4
624021.000,大千軒岳,だいせんげんだけ,函館15号-2
624022.000,千軒,せんげん,函館11号-4
624023.000,涌元,わきもと,函館11号-2
624026.000,,,
624027.000,大間,おおま,函館3号-2
623912.000,,,
623913.000,,,
623916.000,,,
623917.000,,,
624010.000,松前,まつまえ,函館16号-3
624011.000,渡島福島,おしまふくしま,函館16号-1
624012.000,,,
624013.000,,,
624016.000,,,
624017.000,佐井,さい,函館4号-1
624110.000,下風呂,しもふろ,尻屋崎16号-3
624111.000,木野部,きのっぷ,尻屋崎16号-1
624112.000,,,
624113.000,尻屋崎,しりやざき,尻屋崎12号-1
623906.000,,,
623907.000,,,
624000.000,,,
624001.000,白神岬,しらかみみさき,函館16号-2
624002.000,,,
624003.000,,,
624006.000,長後,ちょうご,函館4号-4
624007.000,白土山,しろつちやま,函館4号-2
624100.000,薬研温泉,やげんおんせん,尻屋崎16号-4
624101.000,大畑,おおはた,尻屋崎16号-2
624102.000,入口,いれぐち,尻屋崎12号-4
624103.000,尻屋,しりや,尻屋崎12号-2
614072.000,,,
614073.000,,,
614074.000,,,
614075.000,,,
614076.000,牛滝,うしたき,青森1号-3
614077.000,陸奥畑,むつはた,青森1号-1
614170.000,恐山,おそれざん,野辺地13号-3
614171.000,むつ,むつ,野辺地13号-1
614172.000,蒲野沢,がまのさわ,野辺地9号-3
614173.000,猿ヶ森,さるがもり,野辺地9号-1
614062.000,龍飛崎,たっぴざき,青森9号-4
614063.000,三廐,みんまや,青森9号-2
614064.000,袰月,ほろづき,青森5号-4
614065.000,,,
614066.000,源藤城,げんどうしろ,青森1号-4
614067.000,陸奥川内,むつかわうち,青森1号-2
614160.000,戸沢,とざわ,野辺地13号-4
614161.000,城ヶ沢,じょうがさわ,野辺地13号-2
614162.000,近川,ちかがわ,野辺地9号-4
614163.000,,,
614051.000,,,
614052.000,小泊,こどまり,青森10号-3
614053.000,増川岳,ますかわだけ,青森10号-1
614054.000,大川平,おおかわだい,青森6号-3
614055.000,,,
614056.000,脇野沢,わきのさわ,青森2号-3
614057.000,,,
614150.000,,,
614151.000,,,
614152.000,有畑,ありはた,野辺地10号-3
614153.000,,,
614041.000,,,
614042.000,津軽相内,つがるあいうち,青森10号-4
614043.000,薄市,うすいち,青森10号-2
614044.000,蟹田,つがるおぐに,青森6号-4
614045.000,,,
614046.000,,,
614047.000,,,
614140.000,,,
614141.000,,,
614142.000,陸奥横浜,むつよこはま,野辺地10号-4
614143.000,,,
614032.000,車力,しゃりき,青森11号-3
614033.000,中里,なかさと,青森11号-1
614034.000,大倉岳,おおくらだけ,青森7号-3
614035.000,蓬田,よもぎた,青森7号-1
614036.000,,,
614037.000,小湊,こみなと,青森3号-1
614130.000,清水川,しみずがわ,野辺地15号-3
614131.000,目ﾉ越,めのこし,野辺地15号-1
614132.000,戸鎖,とくさり,野辺地11号-3
614133.000,尾駮,おぶち,野辺地11号-1
614022.000,菰槌,こもづち,青森11号-4
614023.000,金木,かなぎ,青森11号-2
614024.000,源八森,げんぱちもり,青森7号-4
614025.000,油川,あぶらかわ,青森7号-2
614026.000,浅虫,あさむし,青森3号-4
614027.000,東岳,あずまだけ,青森3号-2
614120.000,狩場沢,かりばさわ,野辺地15号-4
614121.000,野辺地,のへじ,野辺地15号-2
614122.000,平沼,ひらぬま,野辺地11号-4
614123.000,天ヶ森,あまがもり,野辺地11号-2
613917.000,,,
614010.000,田野沢,たのさわ,青森16号-3
614011.000,鰺ヶ沢,あじがさわ,青森16号-1
614012.000,森田,もりた,青森12号-3
614013.000,五所川原,ごしょがわら,青森12号-1
614014.000,大釈迦,だいしゃか,青森8号-3
614015.000,青森西部,あおもりせいぶ,青森8号-1
614016.000,青森東部,あおもりとうぶ,青森4号-3
614017.000,折紙山,おりがみやま,青森4号-1
614110.000,上清水目,かみしみずめ,野辺地16号-3
614111.000,乙供,おっとも,野辺地16号-1
614112.000,甲地,かっち,野辺地12号-3
614113.000,六川目,むかわめ,野辺地12号-1
613907.000,驫木,とどろき,青森16号西-2
614000.000,北金ヶ沢,きたかねがさわ,青森16号-4
614001.000,種里,たねさと,青森16号-2
614002.000,十面沢,とづらさわ,青森12号-4
614003.000,板柳,いたやなぎ,青森12号-2
614004.000,浪岡,なみおか,青森8号-4
614005.000,王余魚沢,かれいざわ,青森8号-2
614006.000,雲谷,もや,青森4号-4
614007.000,田代平,たしろたい,青森4号-2
614100.000,銀南木,いちょうのき,野辺地16号-4
614101.000,七戸,しちのへ,野辺地16号-2
614102.000,三沢,みさわ,野辺地12号-4
614103.000,浜三沢,はまみさわ,野辺地12号-2
603976.000,,,
603977.000,深浦,ふかうら,深浦1号-1
604070.000,長慶平,ちょうけいだいら,弘前13号-3
604071.000,枯木平,かれきだい,弘前13号-1
604072.000,岩木山,いわきさん,弘前9号-3
604073.000,弘前,ひろさき,弘前9号-1
604074.000,黒石,くろいし,弘前5号-3
604075.000,温湯,ぬるゆ,弘前5号-1
604076.000,酸ヶ湯,すかゆ,弘前1号-3
604077.000,八甲田山,はっこうださん,弘前1号-1
604170.000,法量,ほうりょう,八戸13号-3
604171.000,十和田,とわだ,八戸13号-1
604172.000,犬落瀬,いぬおとせ,八戸9号-3
604173.000,百石,ももいし,八戸9号-1
604174.000,,,
604175.000,,,
603966.000,,,
603967.000,十二湖,じゅうにこ,深浦1号-2
604060.000,白神岳,しらかみだけ,弘前13号-4
604061.000,川原平,かわらたい,弘前13号-2
604062.000,陸奥田代,むつたしろ,弘前9号-4
604063.000,久渡寺,くどじ,弘前9号-2
604064.000,大鰐,おおわに,弘前5号-4
604065.000,沖浦,おきうら,弘前5号-2
604066.000,温川,ぬるかわ,弘前1号-4
604067.000,陸奥焼山,むつやけやま,弘前1号-2
604160.000,奥瀬,おくせ,八戸13号-4
604161.000,切田,きりた,八戸13号-2
604162.000,五戸,ごのへ,八戸9号-4
604163.000,八戸西部,はちのへせいぶ,八戸9号-2
604164.000,八戸東部,はちのへとうぶ,八戸5号-4
604165.000,,,
603964.000,,,
603956.000,,,
603957.000,大間越,おおまごし,深浦2号-1
604050.000,二ﾂ森,ふたつもり,弘前14号-3
604051.000,冷水岳,ひやみずだけ,弘前14号-1
604052.000,尾太岳,おっぷだけ,弘前10号-3
604053.000,田代岳,たしろだけ,弘前10号-1
604054.000,阿闍羅山,あじゃらやま,弘前6号-3
604055.000,碇ヶ関,いかりがせき,弘前6号-1
604056.000,十和田湖西部,とわだこせいぶ,弘前2号-3
604057.000,十和田湖東部,とわだことうぶ,弘前2号-1
604150.000,戸来岳,へらいだけ,八戸14号-3
604151.000,金ヶ沢,かねがさわ,八戸14号-1
604152.000,剣吉,けんよし,八戸10号-3
604153.000,苫米地,とまべち,八戸10号-1
604154.000,新井田,にいだ,八戸6号-3
604155.000,角浜,かどのはま,八戸6号-1
604156.000,,,
603946.000,,,
603947.000,岩館,いわだて,深浦2号-2
604040.000,中浜,なかはま,弘前14号-4
604041.000,羽後焼山,うごやけやま,弘前14号-2
604042.000,真名子,まなご,弘前10号-4
604043.000,越山,こしやま,弘前10号-2
604044.000,白沢,しらさわ,弘前6号-4
604045.000,陸中濁川,りくちゅうにごりかわ,弘前6号-2
604046.000,小坂鉱山,こさかこうざん,弘前2号-4
604047.000,中滝,なかたき,弘前2号-2
604140.000,清水頭,しみずがしら,八戸14号-4
604141.000,田子,たっこ,八戸14号-2
604142.000,三戸,さんのへ,八戸10号-4
604143.000,市野沢,いちのさわ,八戸10号-2
604144.000,階上岳,はしかみだけ,八戸6号-4
604145.000,種市,たねいち,八戸6号-2
604146.000,八木,やぎ,八戸2号-4
603937.000,,,
604030.000,羽後水沢,うごみずさわ,弘前15号-3
604031.000,根城岱,ねじょうだい,弘前15号-1
604032.000,藤琴,ふじこと,弘前11号-3
604033.000,早口,はやぐち,弘前11号-1
604034.000,大館,おおだて,弘前7号-3
604035.000,小坂,こさか,弘前7号-1
604036.000,毛馬内,けまない,弘前3号-3
604037.000,犬吠森,いぬぼえもり,弘前3号-1
604130.000,石亀,いしがめ,八戸15号-3
604131.000,上斗米,かみとまい,八戸15号-1
604132.000,陸奥福岡,むつふくおか,八戸11号-3
604133.000,陸中軽米,りくちゅうかるまい,八戸11号-1
604134.000,小軽米,こかるまい,八戸7号-3
604135.000,陸中大野,りくちゅうおおの,八戸7号-1
604136.000,陸中中野,りくちゅうなかの,八戸3号-3
604137.000,,,
603927.000,,,
604020.000,能代,のしろ,弘前15号-4
604021.000,二ツ井,ふたつい,弘前15号-2
604022.000,鷹巣西部,たかのすせいぶ,弘前11号-4
604023.000,鷹巣東部,たかのすとうぶ,弘前11号-2
604024.000,扇田,おうぎた,弘前7号-4
604025.000,十二所,じゅうにしょ,弘前7号-2
604026.000,花輪,はなわ,弘前3号-4
604027.000,四角岳,しかくだけ,弘前3号-2
604120.000,稲庭岳,いなにわだけ,八戸15号-4
604121.000,浄法寺,じょうぼうじ,八戸15号-2
604122.000,一戸,いちのへ,八戸11号-4
604123.000,伊保内,いぼない,八戸11号-2
604124.000,戸呂町,へろまち,八戸7号-4
604125.000,大川目,おおかわめ,八戸7号-2
604126.000,久慈,くじ,八戸3号-4
604127.000,,,
603916.000,,,
603917.000,,,
604010.000,森岳,もりたけ,弘前16号-3
604011.000,下岩川,しもいわかわ,弘前16号-1
604012.000,米内沢,よないざわ,弘前12号-3
604013.000,桂瀬,かつらせ,弘前12号-1
604014.000,明利又,あかりまた,弘前8号-3
604015.000,大葛,おおくぞ,弘前8号-1
604016.000,湯瀬,ゆぜ,弘前4号-3
604017.000,田山,たやま,弘前4号-1
604110.000,陸奥荒屋,むつあらや,八戸16号-3
604111.000,駒ヶ嶺,こまがみね,八戸16号-1
604112.000,仁昌寺,にしょうじ,八戸12号-3
604113.000,陸中戸田,りくちゅうとだ,八戸12号-1
604114.000,陸中関,りくちゅうせき,八戸8号-3
604115.000,岩瀬張,いわせばり,八戸8号-1
604116.000,陸中野田,りくちゅうのだ,八戸4号-3
604117.000,,,
603904.000,,,
603905.000,,,
603906.000,,,
603907.000,大潟,おおがた,深浦4号-2
604000.000,鹿渡,かど,弘前16号-4
604001.000,小又口,こまたぐち,弘前16号-2
604002.000,沖田面,おきたおもて,弘前12号-4
604003.000,阿仁前田,あにまえだ,弘前12号-2
604004.000,太平湖,たいへいこ,弘前8号-4
604005.000,サンケ森,さんけもり,弘前8号-2
604006.000,熊沢,くまざわ,弘前4号-4
604007.000,竜ヶ森,りゅうがもり,弘前4号-2
604100.000,七時雨山,ななしぐれやま,八戸16号-4
604101.000,陸奥中山,むつなかやま,八戸16号-2
604102.000,宇別,うべつ,八戸12号-4
604103.000,葛巻,くずまき,八戸12号-2
604104.000,安家森,あっかもり,八戸8号-4
604105.000,端神,はしがみ,八戸8号-2
604106.000,玉川,たまがわ,八戸4号-4
604107.000,普代,ふだい,八戸4号-2
593974.000,,,
593975.000,戸賀,とが,男鹿5号-1
593976.000,北浦,きたうら,男鹿1号-3
593977.000,寒風山,かんぷうざん,男鹿1号-1
594070.000,五城目,ごじょうめ,秋田13号-3
594071.000,湯ﾉ又,ゆのまた,秋田13号-1
594072.000,八木沢,やぎさわ,秋田9号-3
594073.000,阿仁合,あにあい,秋田9号-1
594074.000,森吉山,もりよしざん,秋田5号-3
594075.000,玉川温泉,たまがわおんせん,秋田5号-1
594076.000,八幡平,はちまんたい,秋田1号-3
594077.000,茶臼岳,ちゃうすだけ,秋田1号-1
594170.000,平館,たいらだて,盛岡13号-3
594171.000,沼宮内,ぬまくない,盛岡13号-1
594172.000,陸中北山形,りくちゅうきたやまがた,盛岡9号-3
594173.000,小屋瀬,こやせ,盛岡9号-1
594174.000,陸中五日市,りくちゅういつかいち,盛岡5号-3
594175.000,安家,あっか,盛岡5号-1
594176.000,沼袋,ぬまぶくろ,盛岡1号-3
594177.000,田野畑,たのはた,盛岡1号-1
593964.000,,,
593965.000,,,
593966.000,船川,ふなかわ,男鹿1号-4
593967.000,船越,ふなこし,男鹿1号-2
594060.000,大久保,おおくぼ,秋田13号-4
594061.000,蓬内台,よもぎないだい,秋田13号-2
594062.000,天上倉山,てんじょうくらやま,秋田9号-4
594063.000,比立内,ひたちない,秋田9号-2
594064.000,戸鳥内,ととりない,秋田5号-4
594065.000,羽後玉川,うごたまがわ,秋田5号-2
594066.000,曲崎山,まがりざきやま,秋田1号-4
594067.000,松川温泉,まつかわおんせん,秋田1号-2
594160.000,大更,おおぶけ,盛岡13号-4
594161.000,渋民,しぶたみ,盛岡13号-2
594162.000,陸中南山形,りくちゅうみなみやまがた,盛岡9号-4
594163.000,藪川,やぶかわ,盛岡9号-2
594164.000,早坂高原,はやさかこうげん,盛岡5号-4
594165.000,門,かど,盛岡5号-2
594166.000,岩泉,いわいずみ,盛岡1号-4
594167.000,小本,おもと,盛岡1号-2
594050.000,土崎,つちざき,秋田14号-3
594051.000,松原,まつばら,秋田14号-1
594052.000,太平山,たいへいざん,秋田10号-3
594053.000,番鳥森,ばんどりもり,秋田10号-1
594054.000,上桧木内,かみひのきない,秋田6号-3
594055.000,田沢,たざわ,秋田6号-1
594056.000,秋田駒ヶ岳,あきたこまがだけ,秋田2号-3
594057.000,篠崎,しのざき,秋田2号-1
594150.000,姥屋敷,うばやしき,盛岡14号-3
594151.000,鷹高,たかこう,盛岡14号-1
594152.000,外山,そとやま,盛岡10号-3
594153.000,岩洞,がんどう,盛岡10号-1
594154.000,釜津田,かまつだ,盛岡6号-3
594155.000,陸中大川,りくちゅうおおかわ,盛岡6号-1
594156.000,有芸,うげい,盛岡2号-3
594157.000,田老鉱山,たろうこうざん,盛岡2号-1
594250.000,,,
594040.000,秋田西部,あきたせいぶ,秋田14号-4
594041.000,秋田東部,あきたとうぶ,秋田14号-2
594042.000,岩見三内,いわみさんない,秋田10号-4
594043.000,羽後庄内,うごしょうない,秋田10号-2
594044.000,下桧木内,しもひのきない,秋田6号-4
594045.000,田沢湖,たざわこ,秋田6号-2
594046.000,国見温泉,くにみおんせん,秋田2号-4
594047.000,雫石,しずくいし,秋田2号-2
594140.000,小岩井農場,こいわいのうじょう,盛岡14号-4
594141.000,盛岡,もりおか,盛岡14号-2
594142.000,大志田,おおしだ,盛岡10号-4
594143.000,青松葉山,あおまつばやま,盛岡10号-2
594144.000,害鷹森,がいたかもり,盛岡6号-4
594145.000,和井内,わいない,盛岡6号-2
594146.000,峠ﾉ神山,とうげのかみやま,盛岡2号-4
594147.000,田老,たろう,盛岡2号-2
594240.000,,,
594030.000,羽川,はねかわ,秋田15号-3
594031.000,羽後和田,うごわだ,秋田15号-1
594032.000,羽後境,うごさかい,秋田11号-3
594033.000,稲沢,いなざわ,秋田11号-1
594034.000,角館,かくのだて,秋田7号-3
594035.000,抱返り溪谷,だきがえりけいこく,秋田7号-1
594036.000,羽後朝日岳,うごあさひだけ,秋田3号-3
594037.000,鶯宿,おうしゅく,秋田3号-1
594130.000,南昌山,なんしょうざん,盛岡15号-3
594131.000,矢幅,やはば,盛岡15号-1
594132.000,区界,くざかい,盛岡11号-3
594133.000,松草,まつくさ,盛岡11号-1
594134.000,陸中川内,りくちゅうかわうち,盛岡7号-3
594135.000,陸中川井,りくちゅうかわい,盛岡7号-1
594136.000,茂市,もいち,盛岡3号-3
594137.000,宮古,みやこ,盛岡3号-1
594230.000,閉伊崎,へいざき,盛岡3号東-3
594231.000,,,
594020.000,内道川,うちみちかわ,秋田15号-4
594021.000,新波,あらわ,秋田15号-2
594022.000,刈和野,かりわの,秋田11号-4
594023.000,刈和野東部,かりわのとうぶ,秋田11号-2
594024.000,羽後長野,うごながの,秋田7号-4
594025.000,大神成,おおかんなり,秋田7号-2
594026.000,北川舟,きたかわふね,秋田3号-4
594027.000,須賀倉山,すがくらやま,秋田3号-2
594120.000,志和,しわ,盛岡15号-4
594121.000,日詰,ひづめ,盛岡15号-2
594122.000,陸中折壁,りくちゅうおりかべ,盛岡11号-4
594123.000,早池峰山,はやちねさん,盛岡11号-2
594124.000,高桧山,たかびやま,盛岡7号-4
594125.000,江繋,えつなぎ,盛岡7号-2
594126.000,高滝森,たかだきもり,盛岡3号-4
594127.000,津軽石,つがるいし,盛岡3号-2
594220.000,魚毛ヶ崎,とどがさき,盛岡3号東-4
594221.000,,,
593917.000,,,
594010.000,岩谷,いわや,秋田16号-3
594011.000,新沢,しんざわ,秋田16号-1
594012.000,悪戸野,あくとの,秋田12号-3
594013.000,大曲,おおまがり,秋田12号-1
594014.000,六郷,ろくごう,秋田8号-3
594015.000,真昼岳,まひるだけ,秋田8号-1
594016.000,陸中猿橋,りくちゅうさるはし,秋田4号-3
594017.000,鉛,なまり,秋田4号-1
594110.000,花巻温泉,はなまきおんせん,盛岡16号-3
594111.000,石鳥谷,いしどりや,盛岡16号-1
594112.000,大迫,おおはさま,盛岡12号-3
594113.000,竪沢,たつざわ,盛岡12号-1
594114.000,大出,おおいで,盛岡8号-3
594115.000,白見山,しろみやま,盛岡8号-1
594116.000,陸中金沢,りくちゅうかねさわ,盛岡4号-3
594117.000,陸中山田,りくちゅうやまだ,盛岡4号-1
594210.000,霞露ヶ岳,かろがだけ,盛岡4号東-3
594211.000,,,
593907.000,,,
594000.000,本荘,ほんじょう,秋田16号-4
594001.000,岩野目沢,いわのめざわ,秋田16号-2
594002.000,八沢木,やさわぎ,秋田12号-4
594003.000,角間川,かくまがわ,秋田12号-2
594004.000,金沢本町,かねざわもとまち,秋田8号-4
594005.000,左草,さそう,秋田8号-2
594006.000,新町,しんまち,秋田4号-4
594007.000,尻平川,しりたいらがわ,秋田4号-2
594100.000,花巻,はなまき,盛岡16号-4
594101.000,土沢,つちざわ,盛岡16号-2
594102.000,宮守,みやもり,盛岡12号-4
594103.000,上宮守,かみみやもり,盛岡12号-2
594104.000,土淵,つちぶち,盛岡8号-4
594105.000,能舟木,よいふなぎ,盛岡8号-2
594106.000,橋野,はしの,盛岡4号-4
594107.000,大槌,おおつち,盛岡4号-2
594200.000,,,
594201.000,,,
583974.000,,,
583975.000,,,
583976.000,,,
583977.000,平沢,ひらさわ,酒田1号-1
584070.000,前郷,まえごう,新庄13号-3
584071.000,大琴,おおごと,新庄13号-1
584072.000,老方,おいかた,新庄9号-3
584073.000,浅舞,あさまい,新庄9号-1
584074.000,横手,よこて,新庄5号-3
584075.000,羽後黒沢,うごくろさわ,新庄5号-1
584076.000,陸中川尻,りくちゅうかわしり,新庄1号-3
584077.000,和賀仙人,わがせんにん,新庄1号-1
584170.000,北上,きたかみ,一関13号-3
584171.000,口内,くちない,一関13号-1
584172.000,野手崎,のでさき,一関9号-3
584173.000,小友,おとも,一関9号-1
584174.000,遠野,とおの,一関5号-3
584175.000,陸中大橋,りくちゅうおおはし,一関5号-1
584176.000,小佐野,こさの,一関1号-3
584177.000,釜石,かまいし,一関1号-1
584270.000,,,
583964.000,,,
583965.000,,,
583966.000,,,
583967.000,象潟,きさかた,酒田1号-2
584060.000,川辺,かわべ,新庄13号-4
584061.000,矢島,やしま,新庄13号-2
584062.000,羽後田代,うごたしろ,新庄9号-4
584063.000,西馬音内,にしもない,新庄9号-2
584064.000,十文字,じゅうもんじ,新庄5号-4
584065.000,田子内,たごない,新庄5号-2
584066.000,三界山,さんかいやま,新庄1号-4
584067.000,夏油温泉,げとうおんせん,新庄1号-2
584160.000,金ヶ崎,かねがさき,一関13号-4
584161.000,陸中江刺,りくちゅうえさし,一関13号-2
584162.000,人首,ひとかべ,一関9号-4
584163.000,種山ヶ原,たねやまがはら,一関9号-2
584164.000,陸前八日町,りくぜんようかまち,一関5号-4
584165.000,五葉山,ごようざん,一関5号-2
584166.000,小白浜,こじらはま,一関1号-4
584167.000,平田,へいた,一関1号-2
584260.000,,,
583956.000,,,
583957.000,小砂川,こさがわ,酒田2号-1
584050.000,鳥海山,ちょうかいざん,新庄14号-3
584051.000,中直根,なかひたね,新庄14号-1
584052.000,上笹子,かみじねご,新庄10号-3
584053.000,湯沢,ゆざわ,新庄10号-1
584054.000,稲庭,いなにわ,新庄6号-3
584055.000,椿台,つばきだい,新庄6号-1
584056.000,焼石岳,やけいしだけ,新庄2号-3
584057.000,石淵ダム,いしぶちだむ,新庄2号-1
584150.000,供養塚,くようづか,一関14号-3
584151.000,水沢,みずさわ,一関14号-1
584152.000,阿原山,あばらやま,一関10号-3
584153.000,鷹ﾉ巣山,たかのすやま,一関10号-1
584154.000,世田米,せたまい,一関6号-3
584155.000,盛,さかり,一関6号-1
584156.000,越喜来,おきらい,一関2号-3
584157.000,陸前千歳,りくぜんせんざい,一関2号-1
583946.000,十里塚,じゅうりづか,酒田2号-4
583947.000,吹浦,ふくら,酒田2号-2
584040.000,湯ﾉ台,ゆのだい,新庄14号-4
584041.000,丁岳,ひのとだけ,新庄14号-2
584042.000,松ﾉ木峠,まつのきとうげ,新庄10号-4
584043.000,横堀,よこぼり,新庄10号-2
584044.000,菅生,すごう,新庄6号-4
584045.000,小安温泉,おやすおんせん,新庄6号-2
584046.000,真湯温泉,しんゆおんせん,新庄2号-4
584047.000,高檜能山,たかひのうざん,新庄2号-2
584140.000,古戸,ふるど,一関14号-4
584141.000,前沢,まえさわ,一関14号-2
584142.000,沖田,おきた,一関10号-4
584143.000,陸中大原,りくちゅうおおはら,一関10号-2
584144.000,今泉,いまいずみ,一関6号-4
584145.000,大船渡,おおふなと,一関6号-2
584146.000,綾里,りょうり,一関2号-4
584147.000,,,
583936.000,酒田北部,さかたほくぶ,酒田3号-3
583937.000,羽後観音寺,うごかんのんじ,酒田3号-1
584030.000,升田,ますだ,新庄15号-3
584031.000,差首鍋,さすなべ,新庄15号-1
584032.000,及位,のぞき,新庄11号-3
584033.000,羽後川井,うごかわい,新庄11号-1
584034.000,秋ﾉ宮,あきのみや,新庄7号-3
584035.000,桂沢,かつらざわ,新庄7号-1
584036.000,栗駒山,くりこまやま,新庄3号-3
584037.000,本寺,ほんでら,新庄3号-1
584130.000,平泉,ひらいずみ,一関15号-3
584131.000,一関,いちのせき,一関15号-1
584132.000,千廐北部,せんまやほくぶ,一関11号-3
584133.000,折壁,おりかべ,一関11号-1
584134.000,鹿折,ししおり,一関7号-3
584135.000,陸前広田,りくぜんひろた,一関7号-1
584136.000,,,
583926.000,酒田南部,さかたなんぶ,酒田3号-4
583927.000,余目,あまるめ,酒田3号-2
584020.000,中野俣,なかのまた,新庄15号-4
584021.000,大沢,おおさわ,新庄15号-2
584022.000,羽前金山,うぜんかねやま,新庄11号-4
584023.000,神室山,かむろさん,新庄11号-2
584024.000,鬼首峠,おにこうべとうげ,新庄7号-4
584025.000,軍沢,いくさざわ,新庄7号-2
584026.000,切留,きりどめ,新庄3号-4
584027.000,沼倉,ぬまくら,新庄3号-2
584120.000,萩荘,はぎしょう,一関15号-4
584121.000,有壁,ありかべ,一関15号-2
584122.000,千廐南部,せんまやなんぶ,一関11号-4
584123.000,津谷川,つやがわ,一関11号-2
584124.000,気仙沼,けせんぬま,一関7号-4
584125.000,唐桑,からくわ,一関7号-2
584126.000,,,
583914.000,,,
583915.000,,,
583916.000,湯野浜,ゆのはま,酒田4号-3
583917.000,藤島,ふじしま,酒田4号-1
584010.000,清川,きよかわ,新庄16号-3
584011.000,羽根沢温泉,はねざわおんせん,新庄16号-1
584012.000,新庄,しんじょう,新庄12号-3
584013.000,瀬見,せみ,新庄12号-1
584014.000,向町,むかいまち,新庄8号-3
584015.000,鬼首,おにこうべ,新庄8号-1
584016.000,花山湖,はなやまこ,新庄4号-3
584017.000,岩ヶ崎,いわがさき,新庄4号-1
584110.000,金成,かんなり,一関16号-3
584111.000,若柳,わかやなぎ,一関16号-1
584112.000,米川,よねかわ,一関12号-3
584113.000,馬籠,まごめ,一関12号-1
584114.000,津谷,つや,一関8号-3
584115.000,,,
583904.000,,,
583905.000,三瀬,さんぜ,酒田8号-2
583906.000,鶴岡,つるおか,酒田4号-4
583907.000,羽黒山,はぐろさん,酒田4号-2
584000.000,木の沢,きのさわ,新庄16号-4
584001.000,古口,ふるくち,新庄16号-2
584002.000,舟形,ふながた,新庄12号-4
584003.000,月楯,つきだて,新庄12号-2
584004.000,羽前赤倉,うぜんあかくら,新庄8号-4
584005.000,鳴子,なるこ,新庄8号-2
584006.000,川渡,かわたび,新庄4号-4
584007.000,真坂,まさか,新庄4号-2
584100.000,築館,つきだて,一関16号-4
584101.000,佐沼,さぬま,一関16号-2
584102.000,米谷,まいや,一関12号-4
584103.000,志津川,しづがわ,一関12号-2
584104.000,伊里前,いさとまえ,一関8号-4
584105.000,,,
573974.000,温海,あつみ,村上5号-3
573975.000,山五十川,やまいらがわ,村上5号-1
573976.000,下名川,しもながわ,村上1号-3
573977.000,大網,おおあみ,村上1号-1
574070.000,立谷沢,たちやざわ,仙台13号-3
574071.000,肘折,ひじおり,仙台13号-1
574072.000,海谷,かいや,仙台9号-3
574073.000,尾花沢,おばなざわ,仙台9号-1
574074.000,魚取沼,ゆとりぬま,仙台5号-3
574075.000,西上野目,にしかみのめ,仙台5号-1
574076.000,岩出山,いわでやま,仙台1号-3
574077.000,荒谷,あらや,仙台1号-1
574170.000,高清水,たかしみず,石巻13号-3
574171.000,西野,にしの,石巻13号-1
574172.000,登米,とよま,石巻9号-3
574173.000,折立,おりたて,石巻9号-1
574174.000,陸前相川,りくぜんあいかわ,石巻5号-3
574175.000,,,
573964.000,鼠ヶ関,ねずがせき,村上5号-4
573965.000,木野俣,きのまた,村上5号-2
573966.000,上田沢,かみたざわ,村上1号-4
573967.000,湯殿山,ゆどのさん,村上1号-2
574060.000,月山,がっさん,仙台13号-4
574061.000,葉山,はやま,仙台13号-2
574062.000,富並,とみなみ,仙台9号-4
574063.000,延沢,のべさわ,仙台9号-2
574064.000,銀山温泉,ぎんざんおんせん,仙台5号-4
574065.000,薬莱山,やくらいさん,仙台5号-2
574066.000,中新田,なかにいだ,仙台1号-4
574067.000,古川,ふるかわ,仙台1号-2
574160.000,小牛田,こごた,石巻13号-4
574161.000,涌谷,わくや,石巻13号-2
574162.000,飯野川,いいのがわ,石巻9号-4
574163.000,雄勝,おがつ,石巻9号-2
574164.000,大須,おおす,石巻5号-4
574165.000,,,
573950.000,,,
573951.000,,,
573952.000,粟島,あわしま,村上14号-1
573953.000,寒川,かんがわ,村上10号-1
573954.000,勝木,がつぎ,村上6号-3
573955.000,雷,いかずち,村上6号-1
573956.000,大鳥,おおとり,村上2号-3
573957.000,赤見堂岳,あかみどうだけ,村上2号-1
574050.000,本道寺,ほんどうじ,仙台14号-3
574051.000,海味,かいしゅう,仙台14号-1
